Order_ID,Order_Date,Order_Time,City,Restaurant_Name,Cuisine,Customer_Rating,Delivery_Time_Minutes,Order_Value,Payment_Method,Discount_Applied,Order_Status
1036,2026-01-18,10:00:00,Pune,Dosa Palace,Indian,3.1,41,1186.74,Card,48.46,Delivered
1037,2026-03-06,14:11:00,Chennai,Dosa Palace,South Indian,2.7,52,1008.75,UPI,48.42,Delivered
1038,2026-02-06,12:00:00,Pune,Burger Town,South Indian,3.5,35,846.22,UPI,0.49,Cancelled
1039,2026-01-29,14:19:00,Hyderabad,Burger Town,Japanese,4.0,61,429.45,Card,87.64,Delivered
1040,2026-01-23,18:21:00,Bangalore,Burger Town,Indian,3.9,48,1156.43,COD,178.14,Delivered
1041,2026-01-30,19:21:00,Mumbai,Sushi World,Italian,3.9,29,232.91,UPI,5.03,Delivered
1042,2026-02-04,12:34:00,Hyderabad,Pizza Point,Italian,3.3,58,423.35,Card,191.32,Delivered
1043,2026-02-28,12:29:00,Mumbai,Dosa Palace,Fast Food,4.3,26,236.78,Card,35.82,Delivered
1044,2026-02-08,12:07:00,Bangalore,Dosa Palace,Italian,4.6,20,1166.52,UPI,143.77,Cancelled
1045,2026-03-08,20:24:00,Bangalore,Burger Town,South Indian,3.4,45,1071.45,COD,157.07,Delivered
1046,2026-01-31,16:23:00,Hyderabad,Dosa Palace,Italian,2.7,64,1152.11,Card,147.02,Cancelled
1047,2026-02-12,22:22:00,Bangalore,Tandoori Nights,South Indian,3.2,24,915.03,Card,67.84,Delivered
1048,2026-03-15,21:37:00,Pune,Dosa Palace,South Indian,2.8,54,227.42,Card,140.76,Delivered
1049,2026-03-09,14:00:00,Bangalore,Biryani Hub,Indian,3.7,32,1131.5,UPI,94.59,Delivered
1050,2026-01-07,15:07:00,Mumbai,Tandoori Nights,Italian,2.9,46,620.95,Card,30.44,Delivered
1051,2026-01-13,16:21:00,Mumbai,Tandoori Nights,Indian,3.7,31,568.2,Card,40.19,Delivered
1052,2026-03-10,13:43:00,Mumbai,Dosa Palace,South Indian,3.1,49,484.13,UPI,5.21,Delivered
1053,2026-02-01,13:07:00,Mumbai,Sushi World,Italian,4.3,69,486.8,COD,66.39,Delivered
1054,2026-01-07,11:09:00,Pune,Burger Town,Italian,2.6,51,1000.63,Card,145.6,Delivered
1055,2026-02-22,13:16:00,Chennai,Pizza Point,Indian,3.9,50,456.38,UPI,193.81,Delivered
1056,2026-02-10,21:21:00,Hyderabad,Pizza Point,Indian,2.9,24,422.16,COD,26.71,Delivered
1057,2026-02-09,17:04:00,Mumbai,Biryani Hub,South Indian,2.5,56,898.02,UPI,70.66,Delivered
1058,2026-02-20,21:58:00,Bangalore,Pizza Point,South Indian,4.7,21,487.46,COD,36.3,Delivered
1059,2026-03-08,14:57:00,Mumbai,Pizza Point,Italian,4.2,57,213.13,UPI,152.18,Delivered
1060,2026-01-13,12:49:00,Bangalore,Burger Town,Italian,2.7,26,1131.77,COD,183.92,Delivered
1061,2026-01-19,22:22:00,Bangalore,Burger Town,Japanese,4.2,20,513.56,COD,22.8,Delivered
1062,2026-01-09,13:51:00,Mumbai,Sushi World,Japanese,4.0,22,964.38,UPI,180.72,Delivered
1063,2026-03-11,22:19:00,Pune,Biryani Hub,Fast Food,3.7,39,668.99,Card,54.3,Delivered
1064,2026-01-25,18:00:00,Bangalore,Pizza Point,South Indian,3.5,21,334.08,COD,44.61,Delivered
1065,2026-01-05,11:25:00,Bangalore,Sushi World,Fast Food,4.7,61,861.93,UPI,11.33,Delivered
1066,2026-01-15,21:39:00,Mumbai,Biryani Hub,Fast Food,3.1,62,431.56,Card,16.09,Delivered
1067,2026-02-06,18:57:00,Bangalore,Tandoori Nights,Indian,3.5,40,487.92,Card,13.84,Cancelled
1068,2026-01-24,13:27:00,Bangalore,Pizza Point,Indian,3.3,64,232.41,UPI,89.28,Delivered
1069,2026-01-23,20:41:00,Mumbai,Pizza Point,Japanese,4.4,51,216.4,UPI,131.73,Delivered
1070,2026-01-07,21:06:00,Mumbai,Burger Town,Fast Food,4.8,67,713.62,COD,36.88,Delivered
1071,2026-03-11,19:55:00,Hyderabad,Dosa Palace,Japanese,4.6,39,257.79,UPI,43.53,Delivered
1072,2026-02-05,20:27:00,Pune,Biryani Hub,South Indian,4.5,62,409.42,Card,34.58,Delivered
1073,2026-02-28,13:00:00,Pune,Pizza Point,Italian,5.0,69,1123.81,UPI,161.31,Delivered
1074,2026-01-12,17:08:00,Bangalore,Biryani Hub,Indian,4.2,50,282.86,Card,27.44,Delivered
1075,2026-01-22,15:01:00,Pune,Sushi World,South Indian,4.4,62,490.79,Card,14.68,Delivered
1076,2026-01-11,17:05:00,Bangalore,Sushi World,South Indian,5.0,52,926.53,UPI,7.34,Delivered
1077,2026-03-08,18:37:00,Hyderabad,Dosa Palace,Indian,2.5,43,1084.33,Card,8.03,Delivered
1078,2026-02-03,10:29:00,Mumbai,Pizza Point,Indian,4.1,37,246.21,Card,109.33,Delivered
1079,2026-03-04,13:26:00,Mumbai,Burger Town,Fast Food,4.3,39,385.44,COD,18.8,Delivered
1080,2026-03-08,20:42:00,Mumbai,Pizza Point,Japanese,4.8,51,587.88,Card,44.49,Delivered
1081,2026-01-10,18:05:00,Pune,Biryani Hub,South Indian,4.7,24,560.99,COD,166.54,Cancelled
1082,2026-03-28,12:08:00,Hyderabad,Tandoori Nights,Fast Food,4.6,21,488.53,COD,193.62,Delivered
1083,2026-03-12,15:22:00,Pune,Sushi World,Fast Food,4.9,45,442.31,COD,172.17,Delivered
1084,2026-01-27,17:48:00,Pune,Biryani Hub,South Indian,3.8,44,468.66,COD,191.92,Delivered
1085,2026-02-12,19:22:00,Hyderabad,Dosa Palace,South Indian,2.5,69,333.43,Card,134.09,Delivered
1086,2026-02-27,19:10:00,Hyderabad,Sushi World,Italian,2.5,41,363.33,Card,197.44,Delivered
1087,2026-01-25,11:52:00,Hyderabad,Burger Town,Japanese,3.9,58,806.77,UPI,99.27,Delivered
1088,2026-03-15,16:56:00,Hyderabad,Sushi World,South Indian,3.6,41,492.19,COD,158.94,Delivered
1089,2026-03-31,15:57:00,Mumbai,Tandoori Nights,Indian,3.6,30,599.69,Card,194.33,Delivered
1090,2026-03-03,10:19:00,Chennai,Pizza Point,Italian,3.5,30,611.97,COD,141.86,Delivered
1091,2026-01-20,21:30:00,Chennai,Tandoori Nights,Japanese,4.8,64,309.74,COD,191.34,Cancelled
1092,2026-01-23,16:21:00,Hyderabad,Tandoori Nights,Indian,3.4,23,1019.49,UPI,50.73,Delivered
1093,2026-04-01,22:39:00,Chennai,Pizza Point,Indian,4.6,52,1156.36,COD,60.06,Delivered
1094,2026-03-16,17:44:00,Chennai,Sushi World,Japanese,4.8,37,463.54,Card,79.45,Delivered
1095,2026-02-20,13:17:00,Hyderabad,Dosa Palace,Italian,3.7,50,494.41,Card,92.92,Delivered
1096,2026-03-22,20:59:00,Chennai,Pizza Point,Indian,3.6,63,893.15,Card,179.48,Delivered
1097,2026-01-25,12:47:00,Pune,Pizza Point,Fast Food,4.4,47,280.59,Card,177.57,Cancelled
1098,2026-01-18,14:26:00,Bangalore,Burger Town,Japanese,4.3,61,1107.32,COD,131.59,Cancelled
1099,2026-03-23,14:33:00,Bangalore,Sushi World,Japanese,3.3,41,320.59,Card,46.46,Delivered
1100,2026-01-25,22:19:00,Hyderabad,Pizza Point,South Indian,2.8,59,932.06,UPI,48.08,Delivered
1101,2026-01-13,20:42:00,Mumbai,Dosa Palace,Italian,3.2,22,491.52,COD,126.35,Delivered
1102,2026-03-28,11:15:00,Hyderabad,Biryani Hub,Fast Food,2.8,26,523.26,Card,100.68,Delivered
1103,2026-02-03,12:21:00,Mumbai,Sushi World,Fast Food,3.2,39,340.84,Card,51.71,Delivered
1104,2026-01-28,13:37:00,Bangalore,Burger Town,South Indian,3.2,62,846.34,UPI,33.65,Delivered
1105,2026-03-02,10:28:00,Hyderabad,Tandoori Nights,Indian,4.1,26,994.99,COD,144.53,Delivered
1106,2026-01-30,22:17:00,Pune,Pizza Point,Indian,4.9,26,1150.24,UPI,162.65,Delivered
1107,2026-03-05,11:27:00,Chennai,Dosa Palace,Fast Food,4.2,48,531.55,UPI,52.26,Delivered
1108,2026-03-27,22:28:00,Mumbai,Sushi World,Italian,4.8,45,821.18,Card,84.98,Delivered
1109,2026-01-19,19:38:00,Chennai,Dosa Palace,Indian,4.5,60,614.99,Card,142.7,Delivered
1110,2026-03-23,15:24:00,Chennai,Dosa Palace,Japanese,4.3,22,757.84,UPI,93.84,Cancelled
1111,2026-02-21,16:32:00,Hyderabad,Tandoori Nights,South Indian,3.5,62,362.93,COD,192.25,Cancelled
1112,2026-03-25,21:58:00,Chennai,Burger Town,Italian,3.3,36,781.75,COD,25.92,Delivered
1113,2026-02-16,22:01:00,Pune,Sushi World,Indian,4.6,59,1049.08,COD,170.87,Delivered
1114,2026-02-16,20:26:00,Chennai,Pizza Point,Fast Food,4.8,39,1063.65,UPI,61.21,Delivered
1115,2026-03-03,16:43:00,Hyderabad,Burger Town,South Indian,3.6,53,683.39,COD,137.41,Delivered
1116,2026-03-20,14:26:00,Pune,Pizza Point,Indian,2.5,52,435.75,Card,50.74,Delivered
1117,2026-01-22,14:51:00,Bangalore,Biryani Hub,Fast Food,4.5,35,1036.68,UPI,193.29,Delivered
1118,2026-01-25,17:43:00,Chennai,Dosa Palace,Indian,3.2,42,1199.43,UPI,10.03,Delivered
1119,2026-02-24,16:45:00,Hyderabad,Biryani Hub,South Indian,2.5,23,577.16,UPI,102.71,Delivered
1120,2026-02-05,19:21:00,Bangalore,Dosa Palace,Japanese,4.5,60,1124.37,COD,182.1,Delivered
1121,2026-01-12,11:07:00,Bangalore,Tandoori Nights,Japanese,3.8,59,1183.46,COD,93.97,Delivered
1122,2026-03-30,10:36:00,Mumbai,Burger Town,Fast Food,4.2,52,595.61,Card,168.07,Cancelled
1123,2026-03-02,11:17:00,Pune,Pizza Point,Japanese,4.8,27,916.28,COD,189.97,Delivered
1124,2026-02-27,11:00:00,Chennai,Tandoori Nights,South Indian,3.9,24,781.09,COD,13.57,Delivered
1125,2026-02-25,20:14:00,Hyderabad,Pizza Point,Fast Food,3.8,52,922.19,COD,97.76,Delivered
1126,2026-01-19,13:07:00,Mumbai,Burger Town,Indian,3.2,44,354.15,COD,137.28,Delivered
1127,2026-01-07,12:30:00,Pune,Sushi World,Italian,3.3,26,566.72,Card,166.44,Delivered
1128,2026-02-26,22:12:00,Mumbai,Biryani Hub,Indian,4.5,66,262.8,Card,32.63,Cancelled
1129,2026-02-21,18:52:00,Pune,Biryani Hub,South Indian,3.6,26,813.22,Card,113.36,Delivered
1130,2026-01-04,17:40:00,Pune,Pizza Point,Fast Food,2.9,52,1126.7,COD,32.58,Delivered
1131,2026-03-22,17:34:00,Chennai,Pizza Point,Indian,2.7,60,760.28,COD,151.08,Delivered
1132,2026-01-03,14:58:00,Pune,Pizza Point,Fast Food,3.7,52,270.33,UPI,56.93,Delivered
1133,2026-02-06,21:55:00,Mumbai,Burger Town,Japanese,3.7,48,1130.38,UPI,53.76,Delivered
1134,2026-01-31,18:40:00,Pune,Sushi World,Italian,4.1,63,332.96,COD,153.96,Cancelled
1135,2026-01-11,14:24:00,Chennai,Biryani Hub,South Indian,3.7,58,1082.94,UPI,168.4,Cancelled
1136,2026-03-02,14:07:00,Chennai,Tandoori Nights,Indian,2.9,60,914.23,Card,68.67,Cancelled
1137,2026-02-26,18:05:00,Mumbai,Dosa Palace,Italian,3.8,51,836.37,Card,100.22,Delivered
1138,2026-02-12,12:36:00,Bangalore,Burger Town,South Indian,4.8,56,786.85,Card,138.69,Delivered
1139,2026-01-06,12:58:00,Bangalore,Biryani Hub,South Indian,2.9,63,331.15,UPI,149.03,Delivered
1140,2026-02-01,11:58:00,Pune,Sushi World,Japanese,4.2,48,700.84,Card,154.02,Delivered
1141,2026-02-08,17:45:00,Hyderabad,Burger Town,Fast Food,4.0,41,396.69,Card,78.08,Cancelled
1142,2026-02-22,22:08:00,Pune,Tandoori Nights,Fast Food,4.4,21,771.78,Card,107.27,Cancelled
1143,2026-01-01,14:29:00,Mumbai,Biryani Hub,Italian,2.9,69,647.34,COD,21.91,Delivered
1144,2026-04-01,15:32:00,Mumbai,Burger Town,Japanese,4.9,28,879.68,COD,189.71,Cancelled
1145,2026-01-30,12:07:00,Mumbai,Biryani Hub,South Indian,4.1,48,1182.5,Card,140.28,Delivered
1146,2026-01-31,12:07:00,Mumbai,Biryani Hub,Japanese,4.6,52,561.02,Card,75.11,Delivered
1147,2026-02-27,12:50:00,Mumbai,Sushi World,Japanese,3.1,29,816.71,COD,77.92,Delivered
1148,2026-01-06,19:07:00,Chennai,Dosa Palace,Italian,4.3,47,1064.41,COD,18.1,Delivered
1149,2026-01-07,18:55:00,Bangalore,Sushi World,Fast Food,4.5,65,292.93,UPI,91.38,Delivered
1150,2026-01-02,11:17:00,Mumbai,Biryani Hub,Japanese,3.5,65,1000.25,COD,134.6,Delivered
1151,2026-03-09,14:57:00,Hyderabad,Burger Town,Japanese,3.5,58,439.42,Card,190.51,Delivered
1152,2026-02-15,18:30:00,Hyderabad,Tandoori Nights,Japanese,4.1,31,740.28,COD,129.52,Delivered
1153,2026-01-05,19:47:00,Hyderabad,Sushi World,Indian,2.7,41,1191.5,Card,130.14,Delivered
1154,2026-03-04,17:23:00,Hyderabad,Dosa Palace,Japanese,4.3,25,1184.05,UPI,157.28,Delivered
1155,2026-02-20,11:55:00,Chennai,Biryani Hub,Japanese,2.6,64,515.8,COD,101.96,Delivered
1156,2026-02-17,22:28:00,Hyderabad,Tandoori Nights,South Indian,3.0,59,331.76,UPI,6.43,Cancelled
1157,2026-03-17,17:28:00,Mumbai,Sushi World,Indian,4.2,42,1138.19,Card,177.97,Delivered
1158,2026-03-17,16:55:00,Pune,Sushi World,Japanese,2.7,53,1093.53,Card,80.49,Delivered
1159,2026-02-24,10:53:00,Hyderabad,Sushi World,Japanese,4.9,61,816.03,Card,196.93,Delivered
1160,2026-03-22,20:30:00,Chennai,Sushi World,Italian,4.7,57,232.41,Card,81.28,Cancelled
1161,2026-01-19,15:12:00,Chennai,Tandoori Nights,Italian,4.1,35,951.28,UPI,133.67,Delivered
1162,2026-01-02,13:47:00,Hyderabad,Burger Town,Indian,4.5,29,360.86,COD,91.97,Delivered
1163,2026-03-23,18:36:00,Pune,Dosa Palace,South Indian,4.7,66,1143.02,COD,46.48,Delivered
1164,2026-02-24,21:13:00,Hyderabad,Dosa Palace,Indian,3.1,40,635.13,Card,186.15,Delivered
1165,2026-01-01,14:42:00,Chennai,Biryani Hub,Indian,4.6,29,815.12,Card,125.44,Delivered
1166,2026-03-21,10:47:00,Bangalore,Pizza Point,Italian,3.0,30,481.08,UPI,90.1,Delivered
1167,2026-02-14,21:02:00,Mumbai,Burger Town,Italian,3.5,40,675.08,UPI,28.83,Delivered
1168,2026-01-31,10:33:00,Chennai,Biryani Hub,South Indian,3.9,44,954.64,Card,199.82,Delivered
1169,2026-02-06,15:01:00,Hyderabad,Biryani Hub,Japanese,4.3,53,692.02,Card,179.03,Delivered
1170,2026-02-19,22:37:00,Mumbai,Sushi World,South Indian,2.6,50,1047.2,COD,84.56,Delivered
1171,2026-03-29,18:20:00,Hyderabad,Pizza Point,Japanese,3.2,46,913.03,COD,34.29,Delivered
1172,2026-03-06,13:41:00,Hyderabad,Pizza Point,Fast Food,4.0,44,277.36,COD,5.94,Delivered
1173,2026-02-04,20:08:00,Bangalore,Burger Town,Italian,3.4,61,806.84,Card,30.37,Cancelled
1174,2026-01-13,15:45:00,Mumbai,Pizza Point,Fast Food,4.4,51,812.6,UPI,106.89,Delivered
1175,2026-01-08,20:50:00,Mumbai,Biryani Hub,Fast Food,4.1,63,580.9,UPI,163.16,Delivered
1176,2026-01-29,11:31:00,Bangalore,Pizza Point,Italian,3.1,30,522.72,UPI,72.7,Delivered
1177,2026-02-18,17:31:00,Chennai,Pizza Point,Fast Food,2.9,66,262.89,Card,86.8,Delivered
1178,2026-02-27,10:36:00,Hyderabad,Dosa Palace,Indian,4.1,45,646.16,Card,94.65,Delivered
1179,2026-02-09,10:19:00,Pune,Biryani Hub,Japanese,3.6,55,536.6,UPI,3.52,Delivered
1180,2026-02-25,16:57:00,Hyderabad,Tandoori Nights,South Indian,2.9,56,1151.06,UPI,35.41,Delivered
1181,2026-01-25,12:43:00,Hyderabad,Pizza Point,Italian,3.3,52,874.17,UPI,100.18,Cancelled
1182,2026-01-16,11:59:00,Chennai,Pizza Point,Indian,3.3,52,660.06,Card,55.88,Delivered
1183,2026-02-04,10:12:00,Hyderabad,Sushi World,South Indian,2.8,61,954.61,COD,104.66,Delivered
1184,2026-01-24,10:14:00,Bangalore,Pizza Point,South Indian,3.9,55,978.77,COD,21.62,Delivered
1185,2026-01-03,10:26:00,Bangalore,Pizza Point,South Indian,4.4,32,680.46,Card,160.56,Delivered
1186,2026-02-14,20:38:00,Mumbai,Dosa Palace,Fast Food,3.9,33,275.76,COD,156.75,Delivered
1187,2026-01-29,19:29:00,Pune,Biryani Hub,Fast Food,4.6,56,980.55,UPI,133.97,Delivered
1188,2026-03-18,14:30:00,Hyderabad,Burger Town,Fast Food,2.8,62,290.28,COD,106.29,Delivered
1189,2026-02-26,20:14:00,Hyderabad,Biryani Hub,Fast Food,3.6,59,1047.51,UPI,77.98,Delivered
1190,2026-01-07,22:03:00,Chennai,Sushi World,Indian,4.0,20,534.16,Card,136.53,Delivered
1191,2026-03-27,18:44:00,Bangalore,Biryani Hub,Fast Food,4.2,24,838.24,Card,156.36,Delivered
1192,2026-01-15,16:45:00,Pune,Pizza Point,Italian,4.2,49,940.4,UPI,161.72,Delivered
1193,2026-01-02,19:08:00,Mumbai,Sushi World,South Indian,4.3,37,235.19,UPI,69.52,Delivered
1194,2026-02-23,14:36:00,Bangalore,Biryani Hub,Indian,4.1,64,584.61,COD,38.79,Delivered
1195,2026-02-22,14:08:00,Mumbai,Sushi World,Fast Food,2.7,56,804.14,UPI,68.37,Delivered
1196,2026-03-06,16:19:00,Chennai,Burger Town,South Indian,4.2,58,1048.14,Card,1.55,Delivered
1197,2026-01-18,18:27:00,Chennai,Biryani Hub,Indian,4.3,31,917.77,Card,84.65,Delivered
1198,2026-01-01,11:31:00,Hyderabad,Tandoori Nights,South Indian,5.0,53,1096.14,COD,54.7,Delivered
1199,2026-01-21,21:40:00,Pune,Pizza Point,Indian,4.2,64,282.72,UPI,158.01,Delivered
1200,2026-03-23,18:18:00,Mumbai,Sushi World,Japanese,4.2,33,271.82,UPI,134.96,Delivered
1201,2026-03-01,11:32:00,Bangalore,Tandoori Nights,Indian,3.8,57,913.52,COD,5.2,Delivered
1202,2026-03-07,21:16:00,Chennai,Tandoori Nights,Fast Food,4.7,35,598.53,Card,28.86,Delivered
1203,2026-01-30,17:44:00,Hyderabad,Dosa Palace,South Indian,5.0,61,681.63,UPI,108.44,Delivered
1204,2026-01-16,15:53:00,Hyderabad,Sushi World,South Indian,4.4,30,804.32,COD,123.62,Delivered
1205,2026-03-16,13:39:00,Mumbai,Tandoori Nights,South Indian,4.0,52,1185.94,COD,153.78,Delivered
1206,2026-03-24,10:53:00,Chennai,Dosa Palace,Italian,2.7,34,267.17,COD,193.66,Cancelled
1207,2026-02-16,14:30:00,Pune,Tandoori Nights,Italian,4.3,67,308.89,COD,140.38,Delivered
1208,2026-03-05,15:54:00,Chennai,Pizza Point,Fast Food,4.3,61,1029.31,UPI,108.98,Delivered
1209,2026-01-11,18:20:00,Mumbai,Burger Town,Japanese,4.4,29,220.52,COD,82.89,Delivered
1210,2026-01-19,21:23:00,Mumbai,Dosa Palace,Italian,2.8,22,650.45,UPI,147.64,Delivered
1211,2026-03-29,15:11:00,Chennai,Burger Town,Indian,4.1,30,974.12,Card,186.95,Delivered
1212,2026-01-05,10:54:00,Mumbai,Sushi World,Fast Food,3.2,30,395.27,COD,84.58,Delivered
1213,2026-03-16,16:29:00,Chennai,Pizza Point,Japanese,4.4,35,387.01,COD,116.93,Delivered
1214,2026-02-08,16:36:00,Bangalore,Dosa Palace,Indian,3.1,57,510.25,Card,41.41,Cancelled
1215,2026-04-01,22:19:00,Chennai,Sushi World,South Indian,4.2,49,350.01,COD,171.49,Delivered
1216,2026-01-05,10:36:00,Chennai,Tandoori Nights,Italian,3.2,60,878.55,UPI,142.71,Cancelled
1217,2026-03-29,14:10:00,Mumbai,Biryani Hub,Indian,2.5,20,400.14,Card,70.94,Delivered
1218,2026-03-26,18:22:00,Mumbai,Sushi World,Japanese,4.1,57,426.86,Card,174.81,Delivered
1219,2026-04-01,15:53:00,Hyderabad,Burger Town,Fast Food,2.8,69,774.94,UPI,194.17,Delivered
1220,2026-01-25,10:52:00,Hyderabad,Pizza Point,Indian,4.1,64,1167.34,UPI,57.7,Delivered
1221,2026-02-25,22:48:00,Bangalore,Pizza Point,Fast Food,4.8,53,1113.88,Card,37.33,Cancelled
1222,2026-01-17,19:20:00,Hyderabad,Sushi World,South Indian,4.9,38,1064.5,COD,166.38,Delivered
1223,2026-04-01,12:10:00,Chennai,Tandoori Nights,Japanese,3.1,53,730.92,UPI,116.49,Delivered
1224,2026-03-01,16:09:00,Mumbai,Biryani Hub,Japanese,4.5,55,497.75,UPI,176.87,Delivered
1225,2026-02-11,18:44:00,Hyderabad,Burger Town,Italian,3.4,23,905.77,UPI,69.5,Delivered
1226,2026-02-13,22:04:00,Hyderabad,Sushi World,Japanese,4.8,29,589.58,Card,116.25,Delivered
1227,2026-02-25,14:44:00,Bangalore,Sushi World,Indian,4.5,36,977.91,COD,115.44,Delivered
1228,2026-03-20,10:32:00,Bangalore,Pizza Point,Indian,2.7,35,216.19,UPI,37.65,Delivered
1229,2026-03-09,20:11:00,Chennai,Burger Town,Indian,3.5,40,729.54,Card,198.39,Cancelled
1230,2026-03-05,20:58:00,Mumbai,Biryani Hub,South Indian,3.3,47,537.35,Card,132.81,Delivered
1231,2026-02-14,12:46:00,Bangalore,Pizza Point,Japanese,4.5,27,449.05,COD,132.83,Delivered
1232,2026-02-28,11:39:00,Hyderabad,Sushi World,Japanese,3.5,48,861.84,Card,59.37,Delivered
1233,2026-02-28,10:42:00,Mumbai,Pizza Point,Indian,4.2,25,858.37,Card,130.08,Delivered
1234,2026-02-23,16:56:00,Mumbai,Pizza Point,Italian,4.0,49,237.07,UPI,166.6,Delivered
1235,2026-01-02,11:36:00,Hyderabad,Dosa Palace,Italian,4.9,21,1147.7,UPI,162.7,Delivered
1236,2026-02-07,10:57:00,Bangalore,Pizza Point,Japanese,4.8,66,561.85,UPI,183.95,Delivered
1237,2026-03-28,17:27:00,Hyderabad,Tandoori Nights,Japanese,3.6,50,1117.41,Card,29.74,Delivered
1238,2026-03-25,15:32:00,Mumbai,Pizza Point,Fast Food,4.3,44,783.72,COD,36.57,Delivered
1239,2026-02-17,22:37:00,Pune,Tandoori Nights,Japanese,4.6,42,852.59,COD,142.03,Delivered
1240,2026-01-12,12:02:00,Pune,Burger Town,Indian,4.7,62,1160.52,COD,161.55,Delivered
1241,2026-01-21,17:27:00,Chennai,Pizza Point,South Indian,2.7,40,1022.2,Card,134.86,Delivered
1242,2026-02-23,11:37:00,Hyderabad,Biryani Hub,Japanese,3.3,35,340.04,UPI,28.57,Delivered
1243,2026-02-01,18:57:00,Hyderabad,Tandoori Nights,Japanese,3.3,23,205.22,Card,118.99,Delivered
1244,2026-02-19,16:10:00,Chennai,Tandoori Nights,Indian,3.6,62,508.59,UPI,149.68,Delivered
1245,2026-01-21,13:35:00,Chennai,Sushi World,Fast Food,2.9,65,688.54,Card,27.4,Delivered
